branch,commits_ahead,files,superseded_files,superseded_pct,age_days,last_subject
origin/agent/recover-apparently-rescue-d2508eb6,1,3295,0,0.0,6,recover: refs/orchestrator/integrations/00a812fb-dba5-4152-b304-c786dd8b02d8/0001/e1e2f986
origin/agent/recover-apparently-rescue-d29be3a3,1,3472,0,0.0,6,recover: refs/recovery/git-write-20260724T042601Z/d29be3a3609b575d6616582bc53ef06fbb78707a
origin/agent/recover-apparently-rescue-d4f6675c,1,505,0,0.0,6,recover: refs/recovery/git-write-20260819T012834Z/d4f6675c1527876d610b891aee7e160e014a23bb
origin/agent/recover-apparently-rescue-d73a0d13,1,3297,0,0.0,6,recover: refs/orchestrator/integrations/a4f33659-7d4e-426e-be23-cbad8b846241/0001/b06b3579
origin/agent/recover-apparently-rescue-d84ef0e0,1,539,0,0.0,6,recover: refs/recovery/git-write-20260811T151154Z/d84ef0e0b0654c7112aa30774b841e8f63213f8b
origin/agent/recover-apparently-rescue-d879de78,1,3385,0,0.0,6,recover: refs/archive/sfin/22
origin/agent/recover-apparently-rescue-da3b53a4,1,1650,0,0.0,6,recover: refs/recovery/git-write-20260729T115526Z/da3b53a46037c98721fed55a209fdc50a1eaa21a
origin/agent/recover-apparently-rescue-da4eecf0,1,1418,0,0.0,6,recover: refs/recovery/git-write-20260807T032716Z/da4eecf0f4ef1603dbf373aed3a9007947e68f3d
origin/agent/recover-apparently-rescue-daae2a33,1,3298,0,0.0,6,recover: refs/orchestrator/integrations/14872261-b4ed-47d8-8ef6-7a438c81bbf4/0001/59cce468
origin/agent/recover-apparently-rescue-dac42a03,1,1022,0,0.0,6,recover: refs/recovery/git-write-20260807T032716Z/dac42a0387a96d0e7788dac1f9eacffc0d2b7e86
origin/agent/recover-apparently-rescue-dbc7ccf1,1,3298,0,0.0,6,recover: refs/orchestrator/integrations/976d8115-ecff-477c-a562-0cb1d596f9c9/0002/fca86397
origin/agent/recover-apparently-rescue-de002d03,1,1435,0,0.0,6,recover: refs/recovery/git-write-20260807T032716Z/de002d03296da723173f309e023c74ab79187096
origin/agent/recover-apparently-rescue-dea7b695,1,3297,0,0.0,6,recover: refs/orchestrator/integrations/80dadc03-0673-4d2e-81f8-879f6586b6ec/0001/2d878b01
origin/agent/recover-apparently-rescue-df34f680,1,1703,0,0.0,6,recover: refs/recovery/git-write-20260807T032716Z/df34f6806740008e15e5d237f254d73f09887ac9
origin/agent/recover-apparently-rescue-e0f92605,1,986,0,0.0,6,recover: refs/recovery/git-write-20260807T032716Z/e0f92605ce58e7cd012ce3ecccf7deb1802a484a
origin/agent/recover-apparently-rescue-e5ec98ee,1,986,0,0.0,6,recover: refs/recovery/git-write-20260807T032716Z/e5ec98ee97caa091a54fc9d8958b5eb2becd2b2b
origin/agent/recover-apparently-rescue-e703f54c,1,3299,0,0.0,6,recover: refs/orchestrator/integrations/472f78ad-5b62-4fc0-89e5-077dd337df37/0002/72ebfd2f
origin/agent/recover-apparently-rescue-e713a612,1,3399,0,0.0,6,recover: refs/recovery/git-write-20260724T042601Z/e713a61234200fefb68dd931b5c368f1d711dc8a
origin/agent/recover-apparently-rescue-e78462d3,1,986,0,0.0,6,recover: refs/recovery/git-write-20260807T032716Z/e78462d37ca7e17404bf4643eecff12634910efa
origin/agent/recover-apparently-rescue-ed91aec2,1,3298,0,0.0,6,recover: refs/orchestrator/integrations/3f27f142-c2a5-4389-89a4-424eeeca82ca/0001/2cabf47c
origin/agent/recover-apparently-rescue-ef3370b6,1,1657,0,0.0,6,recover: review/agent-access
origin/agent/recover-apparently-rescue-f00e7021,1,1419,0,0.0,6,recover: refs/recovery/git-write-20260807T032716Z/f00e7021fcd565bde18ea686c51ef3c8b5a61be4
origin/agent/recover-apparently-rescue-f43ad1ff,1,794,0,0.0,6,recover: refs/recovery/git-write-20260819T012834Z/f43ad1ffda2e2efe4313af314760b6ac54b7ed59
origin/agent/recover-apparently-rescue-fa80ff4b,1,542,0,0.0,6,recover: refs/recovery/git-write-20260811T151154Z/fa80ff4bb5a322436ce9769f56afe0b29563a128
origin/agent/recover-apparently-rescue-facd3832,1,1075,0,0.0,6,recover: refs/recovery/git-write-20260807T032716Z/facd38324f1f7b9435986e8d505444ad2b5b5317
origin/agent/recover-apparently-rescue-fafedc61,1,3085,0,0.0,6,recover: refs/recovery/git-write-20260724T042601Z/fafedc61cffda9f18c206a4362adfd7d4a22fed9
origin/agent/recover-apparently-rescue-fc9bfdf9,1,3289,0,0.0,6,recover: refs/orchestrator/integrations/2651ee67-a743-40d3-82e9-48cdb8858d8d/0001/1e268d30
origin/agent/recover-apparently-rescue-febd79d7,1,2950,0,0.0,6,recover: refs/orchestrator/integrations/20e7f80e-bbf9-47fc-ba01-23375d1e25a6/0001/e0c9c830
origin/agent/recover-d4a2-shared-artifact-writes-suite,1,2,0,0.0,6,test(hive): cover the persistence half of shared-artifacts (recovered from ef3370b6)
origin/agent/recover-f4ebda-stash-1ef4684a-dashboard-deps-engines,1,1,0,0.0,6,"recover 1ef4684a: every apparent gap resolves to a rename, an extraction or a rollback"
origin/agent/recover-f4ebda-stash-8f762085-ai-utils,1,2,0,0.0,6,"recover 8f762085: nothing to port, and a guard for the reason why"
origin/agent/recover-f4ebda-stash-mixed-modified-families,1,1,0,0.0,6,recovery(f4ebda): close the enforcement-velocity stash pair as superseded; triage the othe
origin/agent/recover-missing-branch-adjudicate-e3e1-53file-hive-entity-relationship-per-subsystem,1,2,0,0.0,6,agent: recover-missing-branch-adjudicate-e3e1-53file-hive-entity-relationship-per-subsyste
origin/agent/recover-missing-branch-chatgpt-local-reconcile-apparently-1496b47486e5,1,2,0,0.0,6,agent: recover-missing-branch-chatgpt-local-reconcile-apparently-1496b47486e5
origin/agent/recover-stash-e71961458a2a,1,5,0,0.0,6,"recover(stash e71961458a2a): three enrichments that never landed, and the two master had l"
origin/agent/chatgpt-reconcile-apparently-recover-stash-6,1,18,1,5.6,17,agent: chatgpt-reconcile-apparently-recover-stash-6
origin/agent/chatgpt-local-reconcile-apparently-0e1cc2a8fedb,1,17,1,5.9,7,agent: chatgpt-local-reconcile-apparently-0e1cc2a8fedb
origin/agent/chatgpt-local-reconcile-apparently-273d5080d933,1,17,1,5.9,7,agent: chatgpt-local-reconcile-apparently-273d5080d933
origin/agent/chatgpt-local-reconcile-apparently-a850156833b8,1,17,1,5.9,7,agent: chatgpt-local-reconcile-apparently-a850156833b8
origin/agent/chatgpt-local-reconcile-apparently-da2df2cc83c3,1,17,1,5.9,7,agent: chatgpt-local-reconcile-apparently-da2df2cc83c3
origin/agent/chatgpt-local-reconcile-apparently-db51b507e335,1,17,1,5.9,7,agent: chatgpt-local-reconcile-apparently-db51b507e335
origin/agent/chatgpt-local-reconcile-apparently-f0e1050c5578,1,17,1,5.9,7,agent: chatgpt-local-reconcile-apparently-f0e1050c5578
origin/agent/chatgpt-local-reconcile-apparently-1cfdd050a366,13,15,1,6.7,7,agent: chatgpt-local-reconcile-apparently-1cfdd050a366
origin/agent/chatgpt-local-reconcile-apparently-e29bff4ffee5,1,15,1,6.7,7,agent: chatgpt-local-reconcile-apparently-e29bff4ffee5
origin/agent/chatgpt-local-reconcile-apparently-1d24378a0b2b,12,14,1,7.1,7,agent: chatgpt-local-reconcile-apparently-1d24378a0b2b
origin/agent/chatgpt-local-reconcile-apparently-94d8475fafc0,12,14,1,7.1,7,agent: chatgpt-local-reconcile-apparently-94d8475fafc0
origin/agent/chatgpt-local-reconcile-apparently-e662dd17aca9,12,14,1,7.1,7,agent: chatgpt-local-reconcile-apparently-e662dd17aca9
origin/agent/chatgpt-local-reconcile-apparently-111fae52d019,11,13,1,7.7,7,agent: chatgpt-local-reconcile-apparently-111fae52d019
origin/agent/chatgpt-local-reconcile-apparently-23466d48585e,11,13,1,7.7,7,agent: chatgpt-local-reconcile-apparently-23466d48585e
origin/agent/chatgpt-local-reconcile-apparently-336671e5d308,11,13,1,7.7,7,agent: chatgpt-local-reconcile-apparently-336671e5d308
origin/agent/chatgpt-local-reconcile-apparently-0ce11f04b1c9,10,12,1,8.3,7,agent: chatgpt-local-reconcile-apparently-0ce11f04b1c9
origin/agent/chatgpt-local-reconcile-apparently-0ec8438fc6f7,10,12,1,8.3,7,agent: chatgpt-local-reconcile-apparently-0ec8438fc6f7
origin/agent/chatgpt-local-reconcile-apparently-809d3845cb88,10,12,1,8.3,7,agent: chatgpt-local-reconcile-apparently-809d3845cb88
origin/agent/chatgpt-local-reconcile-apparently-a202ae269529,10,12,1,8.3,7,agent: chatgpt-local-reconcile-apparently-a202ae269529
origin/agent/chatgpt-local-reconcile-apparently-239b5bc882ef,9,11,1,9.1,7,agent: chatgpt-local-reconcile-apparently-239b5bc882ef
origin/agent/chatgpt-local-reconcile-apparently-7f48207527db,9,11,1,9.1,7,agent: chatgpt-local-reconcile-apparently-7f48207527db
origin/agent/chatgpt-local-reconcile-apparently-c5ab289d19a0,9,11,1,9.1,7,agent: chatgpt-local-reconcile-apparently-c5ab289d19a0
origin/agent/chatgpt-local-reconcile-apparently-e334afdef055,9,11,1,9.1,7,agent: chatgpt-local-reconcile-apparently-e334afdef055
origin/agent/chatgpt-local-reconcile-apparently-209a14b63017,8,10,1,10.0,7,agent: chatgpt-local-reconcile-apparently-209a14b63017
origin/agent/chatgpt-local-reconcile-apparently-878a14d89d76,8,10,1,10.0,7,agent: chatgpt-local-reconcile-apparently-878a14d89d76
origin/agent/chatgpt-local-reconcile-apparently-897bbff06986,8,10,1,10.0,7,agent: chatgpt-local-reconcile-apparently-897bbff06986
origin/agent/chatgpt-local-reconcile-apparently-a7ed6c0f41e4,8,10,1,10.0,7,agent: chatgpt-local-reconcile-apparently-a7ed6c0f41e4
origin/agent/chatgpt-local-reconcile-apparently-9b551522b973,1,10,1,10.0,7,agent: chatgpt-local-reconcile-apparently-9b551522b973
origin/agent/chatgpt-local-reconcile-apparently-cb28ff74b9cd,1,10,1,10.0,7,agent: chatgpt-local-reconcile-apparently-cb28ff74b9cd
origin/agent/chatgpt-local-reconcile-apparently-f5142345bae1,1,10,1,10.0,7,agent: chatgpt-local-reconcile-apparently-f5142345bae1
origin/agent/dropbox-apparently-harvey-feature-parity-clean-room-the-network-bund-tabular-multidoc-review,1,10,1,10.0,7,agent: dropbox-apparently-harvey-feature-parity-clean-room-the-network-bund-tabular-multid
origin/agent/chatgpt-local-reconcile-apparently-26a1afcb9f1e,7,9,1,11.1,7,agent: chatgpt-local-reconcile-apparently-26a1afcb9f1e
origin/agent/chatgpt-local-reconcile-apparently-7f644772e550,7,9,1,11.1,7,agent: chatgpt-local-reconcile-apparently-7f644772e550
origin/agent/chatgpt-local-reconcile-apparently-ba2975a4bb6d,7,9,1,11.1,7,agent: chatgpt-local-reconcile-apparently-ba2975a4bb6d
origin/agent/chatgpt-local-reconcile-apparently-f65c908f04a5,7,9,1,11.1,7,agent: chatgpt-local-reconcile-apparently-f65c908f04a5
origin/agent/dropbox-apparently-harvey-feature-parity-clean-room-the-network-bund-anticipation-swarm-core,1,9,1,11.1,7,agent: dropbox-apparently-harvey-feature-parity-clean-room-the-network-bund-anticipation-s
origin/agent/chatgpt-local-reconcile-apparently-3c5cb4e153b9,6,8,1,12.5,7,agent: chatgpt-local-reconcile-apparently-3c5cb4e153b9
origin/agent/chatgpt-local-reconcile-apparently-6616d69df31c,6,8,1,12.5,7,agent: chatgpt-local-reconcile-apparently-6616d69df31c
origin/agent/chatgpt-local-reconcile-apparently-7b5541bf7d1b,6,8,1,12.5,7,agent: chatgpt-local-reconcile-apparently-7b5541bf7d1b
origin/agent/chatgpt-local-reconcile-apparently-9029227dcc3b,1,8,1,12.5,7,agent: chatgpt-local-reconcile-apparently-9029227dcc3b
origin/agent/chatgpt-local-reconcile-apparently-a3a1958a6947,1,8,1,12.5,7,agent: chatgpt-local-reconcile-apparently-a3a1958a6947
origin/agent/dropbox-apparently-harvey-feature-parity-clean-room-the-network-bund-office-addin-wiring,1,8,1,12.5,7,agent: dropbox-apparently-harvey-feature-parity-clean-room-the-network-bund-office-addin-w
origin/agent/chatgpt-local-reconcile-apparently-c62cc6695ad3,5,7,1,14.3,7,agent: chatgpt-local-reconcile-apparently-c62cc6695ad3
origin/agent/chatgpt-local-reconcile-apparently-e101f01e0ee1,5,7,1,14.3,7,agent: chatgpt-local-reconcile-apparently-e101f01e0ee1
origin/agent/chatgpt-local-reconcile-apparently-f35d17901d35,5,7,1,14.3,7,agent: chatgpt-local-reconcile-apparently-f35d17901d35
origin/agent/chatgpt-local-reconcile-apparently-01327c3452a7,1,14,2,14.3,7,agent: chatgpt-local-reconcile-apparently-01327c3452a7
origin/agent/chatgpt-local-reconcile-apparently-15b5887e21b5,1,14,2,14.3,7,agent: chatgpt-local-reconcile-apparently-15b5887e21b5
origin/agent/chatgpt-local-reconcile-apparently-1642adece5ac,1,14,2,14.3,7,agent: chatgpt-local-reconcile-apparently-1642adece5ac
origin/agent/chatgpt-local-reconcile-apparently-1fbb570b9ae8,1,14,2,14.3,7,agent: chatgpt-local-reconcile-apparently-1fbb570b9ae8
origin/agent/chatgpt-local-reconcile-apparently-35466abf8054,1,14,2,14.3,7,agent: chatgpt-local-reconcile-apparently-35466abf8054
origin/agent/dropbox-apparently-harvey-feature-parity-clean-room-the-network-bund-assistant-workflows-surface,1,7,1,14.3,7,agent: dropbox-apparently-harvey-feature-parity-clean-room-the-network-bund-assistant-work
origin/agent/dropbox-apparently-harvey-feature-parity-clean-room-the-network-bund-smarter-exclusivity-switch,1,7,1,14.3,7,agent: dropbox-apparently-harvey-feature-parity-clean-room-the-network-bund-smarter-exclus
origin/agent/chatgpt-local-reconcile-apparently-450dbd769304,1,13,2,15.4,7,agent: chatgpt-local-reconcile-apparently-450dbd769304
origin/agent/chatgpt-local-reconcile-apparently-74a2706ed7c6,1,13,2,15.4,7,agent: chatgpt-local-reconcile-apparently-74a2706ed7c6
origin/agent/chatgpt-local-reconcile-apparently-5262544dd62f,4,6,1,16.7,7,agent: chatgpt-local-reconcile-apparently-5262544dd62f
origin/agent/chatgpt-local-reconcile-apparently-9a1baf677449,4,6,1,16.7,7,agent: chatgpt-local-reconcile-apparently-9a1baf677449
origin/agent/chatgpt-local-reconcile-apparently-ac3359cb4859,4,6,1,16.7,7,agent: chatgpt-local-reconcile-apparently-ac3359cb4859
origin/agent/chatgpt-local-reconcile-apparently-c29f31f6db0a,4,6,1,16.7,7,agent: chatgpt-local-reconcile-apparently-c29f31f6db0a
origin/agent/backlog-batch-apparently-015d6d4-authority-roster,1,6,1,16.7,6,"feat(seed): authority roster — 130 curated, sourced domain authorities"
origin/agent/chatgpt-local-reconcile-apparently-61c419b6eeba,1,12,2,16.7,7,agent: chatgpt-local-reconcile-apparently-61c419b6eeba
origin/agent/chatgpt-local-reconcile-apparently-7510f300c1b6,1,6,1,16.7,7,agent: chatgpt-local-reconcile-apparently-7510f300c1b6
origin/agent/chatgpt-local-reconcile-apparently-91bdec725353,1,6,1,16.7,7,agent: chatgpt-local-reconcile-apparently-91bdec725353
origin/agent/p0-unblock-ci-a11y-and-restore-autosync-20260811,1,6,1,16.7,7,agent: p0-unblock-ci-a11y-and-restore-autosync-20260811
origin/agent/recover-stash-d879de782eda,1,6,1,16.7,6,agent: recover-stash-d879de782eda
origin/agent/chatgpt-local-reconcile-apparently-35b12b363a58,1,11,2,18.2,7,agent: chatgpt-local-reconcile-apparently-35b12b363a58
origin/agent/chatgpt-local-reconcile-apparently-544b319ebabb,1,11,2,18.2,7,agent: chatgpt-local-reconcile-apparently-544b319ebabb
origin/agent/chatgpt-local-reconcile-apparently-de237e7727c4,3,5,1,20.0,7,agent: chatgpt-local-reconcile-apparently-de237e7727c4
origin/agent/chatgpt-local-reconcile-apparently-029605c5e4ce,1,10,2,20.0,7,agent: chatgpt-local-reconcile-apparently-029605c5e4ce
origin/agent/chatgpt-local-reconcile-apparently-65d9259bb825,1,5,1,20.0,7,agent: chatgpt-local-reconcile-apparently-65d9259bb825
origin/agent/p0-standing-eval-harness-and-entropy-detector-20260811,1,10,2,20.0,18,agent: p0-standing-eval-harness-and-entropy-detector-20260811
origin/agent/part9-distribution-conformance-sdk-20260811,1,10,2,20.0,18,agent: part9-distribution-conformance-sdk-20260811
origin/agent/rung-evidence-gated-climb-and-auto-demotion-20260811,1,5,1,20.0,19,agent: rung-evidence-gated-climb-and-auto-demotion-20260811
origin/agent/v2-plan-intelligence-rail-and-renames,2,9,2,22.2,7,agent: v2-plan-intelligence-rail-and-renames — fix dead nav links introduced by the v2 sid
origin/agent/selfimp-capability-index-antiduplication-gate-20260811,1,9,2,22.2,18,agent: selfimp-capability-index-antiduplication-gate-20260811
origin/agent/chatgpt-local-reconcile-apparently-d10e15217b00,2,4,1,25.0,7,docs: reconciliation ledger report for audit d10e15217b00
origin/agent/p0-migration-drift-ci-guard-20260811,2,8,2,25.0,18,agent: p0-migration-drift-ci-guard-20260811 — drop stray ledger snapshot artifact
origin/agent/ux-orchestra-undo-and-blast-radius-20260811,2,8,2,25.0,18,agent: ux-orchestra-undo-and-blast-radius-20260811
origin/agent/backlog-batch-apparently-0d157dd-recover-kpi-dashboard-via-adapted-diffs-apply-p,1,4,1,25.0,24,agent: backlog-batch-apparently-0d157dd-recover-kpi-dashboard-via-adapted-diffs-apply-p
origin/agent/chatgpt-local-reconcile-apparently-269d6457c125,1,4,1,25.0,14,agent: chatgpt-local-reconcile-apparently-269d6457c125
origin/agent/chatgpt-local-reconcile-apparently-26b70b499ea9,1,4,1,25.0,13,agent: chatgpt-local-reconcile-apparently-26b70b499ea9
origin/agent/chatgpt-local-reconcile-apparently-31c7725a2bb3,1,4,1,25.0,13,agent: chatgpt-local-reconcile-apparently-31c7725a2bb3
origin/agent/chatgpt-local-reconcile-apparently-641ce6a80f47,1,4,1,25.0,14,agent: chatgpt-local-reconcile-apparently-641ce6a80f47
origin/agent/chatgpt-local-reconcile-apparently-73f0ceff2f65,1,4,1,25.0,13,agent: chatgpt-local-reconcile-apparently-73f0ceff2f65
origin/agent/chatgpt-local-reconcile-apparently-d0dc7d131068,1,4,1,25.0,7,agent: chatgpt-local-reconcile-apparently-d0dc7d131068
origin/agent/chatgpt-local-reconcile-apparently-e5e677403f2f,1,4,1,25.0,13,agent: chatgpt-local-reconcile-apparently-e5e677403f2f
origin/agent/dropbox-tomorrow-apparently-pareto-bridges-perpetual-spine-v1-unifie-group-5-imp,1,4,1,25.0,25,agent: dropbox-tomorrow-apparently-pareto-bridges-perpetual-spine-v1-unifie-group-5-imp
origin/agent/migration-dryrun-harness,1,4,1,25.0,6,migrations: a dry-run harness the next migration can also use
origin/agent/recover-missing-branch-chatgpt-local-reconcile-apparently-0b7363db6dcc,1,4,1,25.0,6,agent: recover-missing-branch-chatgpt-local-reconcile-apparently-0b7363db6dcc
origin/agent/recover-missing-branch-migration-dryrun-harness-from-45ad3511beea,1,4,1,25.0,6,agent: recover-missing-branch-migration-dryrun-harness-from-45ad3511beea
origin/agent/selfimp-closed-loop-metrics-generator-ratio-20260811,1,8,2,25.0,18,agent: selfimp-closed-loop-metrics-generator-ratio-20260811
origin/agent/artifact-email-triage-dashboard,1,7,2,28.6,19,agent: artifact-email-triage-dashboard
origin/agent/p0-migration-history-repair-20260811,1,7,2,28.6,19,agent: p0-migration-history-repair-20260811
origin/agent/recover-stash-1ef4684aae0e,1,7,2,28.6,17,recover: stash 1ef4684aae0e — coherent subset onto current master
origin/agent/foulkon-regulated-app-scaffold-20260811,5,24,7,29.2,18,agent: foulkon-regulated-app-scaffold-20260811
origin/agent/chatgpt-local-reconcile-apparently-4748f09445d4,4,3,1,33.3,17,docs(recovery-ledger): reconcile all 31 refs/stash entries for 4748f09445d4
origin/agent/chatgpt-local-reconcile-apparently-377b03d6f0fa,3,3,1,33.3,17,docs(recovery-ledger): reconcile 81 live evidence items for 377b03d6f0fa
origin/agent/backlog-batch-apparently-0ef7cd6-kpi-dashboard-recovery-implement-kpi-logic,1,3,1,33.3,24,feat: integrate KPI metrics data layer into dashboard
origin/agent/backlog-batch-apparently-45cc243-patch-transplant,1,3,1,33.3,24,agent: backlog-batch-apparently-45cc243-patch-transplant
origin/agent/chatgpt-local-reconcile-apparently-72b7b924f4c2,1,3,1,33.3,18,agent: chatgpt-local-reconcile-apparently-72b7b924f4c2
origin/agent/chatgpt-local-reconcile-apparently-82ff722a1839,1,3,1,33.3,15,agent: chatgpt-local-reconcile-apparently-82ff722a1839
origin/agent/chatgpt-local-reconcile-apparently-ac5cfd557e10,1,3,1,33.3,18,agent: chatgpt-local-reconcile-apparently-ac5cfd557e10
origin/agent/chatgpt-local-reconcile-apparently-be189d2d8abb,1,3,1,33.3,18,agent: chatgpt-local-reconcile-apparently-be189d2d8abb
origin/agent/chatgpt-local-reconcile-apparently-c2e9526889e1,1,3,1,33.3,18,agent: chatgpt-local-reconcile-apparently-c2e9526889e1
origin/agent/chatgpt-local-reconcile-apparently-e0ddfad5e546,1,3,1,33.3,18,agent: chatgpt-local-reconcile-apparently-e0ddfad5e546
origin/agent/consilium-forced-diversity-all-seats-20260811,1,3,1,33.3,19,agent: consilium-forced-diversity-all-seats-20260811
origin/agent/focused-adjudicate-75769db7-worktree-1,1,3,1,33.3,6,gitignore: the scratch rules were narrower than the rule they encode
origin/agent/recover-evidence-2d01e4879857,1,3,1,33.3,17,agent: recover-evidence-2d01e4879857
origin/agent/recover-evidence-81d4a98131b5,1,3,1,33.3,17,agent: recover-evidence-81d4a98131b5
origin/agent/recover-f4ebda-stash-5d1e94f7-hive-legal-infra,1,3,1,33.3,6,recover 5d1e94f7: vertical-spawner on master was a stub calling an undefined function
origin/agent/recovered-kpi-dashboard-metrics,1,3,1,33.3,18,agent: recovered-kpi-dashboard-metrics
origin/agent/ux-conductor-with-triage-approvals-onepage-20260811,1,6,2,33.3,18,agent: ux-conductor-with-triage-approvals-onepage-20260811
origin/agent/jbf-global-tribal-jurisdiction-expansion-20260811,1,11,4,36.4,19,agent: jbf-global-tribal-jurisdiction-expansion-20260811
origin/agent/p0-emptiness-fails-the-build-ci-20260811,1,5,2,40.0,18,agent: p0-emptiness-fails-the-build-ci-20260811
origin/agent/synthesis-loop-v0-single-cell-20260811,2,10,5,50.0,18,agent: synthesis-loop-v0-single-cell-20260811
origin/agent/apparently-reconcile-followup-reverted-rescue-slices,1,2,1,50.0,6,test(fabric): pin the change-ledger jurisdiction contract; adjudicate the reverted rescue 
origin/agent/backlog-batch-apparently-efab898,1,2,1,50.0,32,feat: add coverage radar and regulatory debt schemas to hive ops dashboard
origin/agent/dropbox-vigil-apparently-gaming-regulator-portal-build-now-group-3,1,4,2,50.0,6,agent: dropbox-vigil-apparently-gaming-regulator-portal-build-now-group-3
origin/agent/recover-evidence-1092b37c3f0e,1,2,1,50.0,6,recover(license-os): export robotsPermits and test the crawl-permission boundary
origin/agent/recover-f4ebda-conflicts-rescue-refs,1,2,1,50.0,15,agent: recover-f4ebda-conflicts-rescue-refs
origin/agent/recover-missing-branch-remediate-dropbox-smarter-embeddable-core-apparently-pareto-real-member-identi-m,1,2,1,50.0,17,agent: recover-missing-branch-remediate-dropbox-smarter-embeddable-core-apparently-pareto-
origin/agent/remediate-relfix-v15-apparently-b77888,1,2,1,50.0,17,agent: remediate-relfix-v15-apparently-b77888
origin/agent/ux-nearest-yes-and-frontier-dial-20260811,1,8,4,50.0,18,agent: ux-nearest-yes-and-frontier-dial-20260811
origin/agent/recover-evidence-983b0b23321f,1,5,3,60.0,6,agent: recover-evidence-983b0b23321f
origin/agent/hive-support-entity-relationship-source-extract-proven-patch-from-library,2,8,5,62.5,28,fix: repair pre-existing build break and 9 failing tests
origin/agent/dropbox-apparently-filings-as-code-deadline-omnisc-slice-3,2,3,2,66.7,24,agent: dropbox-apparently-filings-as-code-deadline-omnisc-slice-3
origin/agent/dropbox-terminal-permissions-framework-admin-set-f-slice-1,1,3,2,66.7,25,agent: terminal permissions simple mode — replace the ReDoS-prone URN matcher with a linea
origin/agent/recover-evidence-0f75de5741da,1,3,2,66.7,6,agent: recover-evidence-0f75de5741da
origin/agent/recover-f4ebda-005feb89595c,1,3,2,66.7,6,agent: recover-f4ebda-005feb89595c
origin/agent/recover-f4ebda-stash-a66858a2-cade-router,1,3,2,66.7,6,recover a66858a2: five cron handlers existed and nothing called them
origin/agent/recover-apparently-rescue-b1be5957,1,215,150,69.8,6,recover: refs/orch-rescue/20260817T052229-chatgpt-local-reconcile-apparently-e3e116932582-
origin/agent/p1-improvement-proposals-category-vocabulary-drift-20260812,1,10,7,70.0,18,agent: p1-improvement-proposals-category-vocabulary-drift-20260812
origin/agent/recover-f4ebda-stash-legal-holds-checker,2,4,3,75.0,13,"recover(legal-holds-checker): restore from stash and wire it in, replacing the hook's unca"
origin/agent/p0-security-advisor-had-never-been-run-20260811,1,4,3,75.0,18,agent: p0-security-advisor-had-never-been-run-20260811
origin/agent/smarter-5-95,4,22,17,77.3,13,"feat: add proof-surface widgets to legal-opinions, licenses, regulators, pricing"
origin/agent/chatgpt-local-reconcile-apparently-63703ea90c5a,4,15,12,80.0,17,agent: chatgpt-local-reconcile-apparently-63703ea90c5a
origin/agent/p0-tribal-code-scheme-reconciliation-20260811,1,5,4,80.0,18,agent: p0-tribal-code-scheme-reconciliation-20260811
origin/agent/p0-scoped-tsc-recipe-is-vacuous-for-server,1,7,6,85.7,18,agent: p0-scoped-tsc-recipe-is-vacuous-for-server
origin/agent/recover-apparently-rescue-1ef817b2,1,312,284,91.0,6,recover: refs/recovery/git-write-20260819T012834Z/1ef817b2deb02ce53f726e13d25d91cce0e177f4
origin/agent/factory-unblock-chatgpt-reconcile-apparently-recover-stash-17,1,23,21,91.3,6,agent: factory-unblock-chatgpt-reconcile-apparently-recover-stash-17
origin/agent/recover-f4ebda-5b8f8d2350a2,1,12,11,91.7,6,agent: recover-f4ebda-5b8f8d2350a2
origin/agent/recover-apparently-rescue-0bc4674f,1,145,134,92.4,6,recover: refs/recovery/git-write-20260819T012834Z/0bc4674fcf9f05ee4346df168a0111d45ed59c22
origin/rescue/landing-revamp-uncommitted-20260813,4,32,30,93.8,17,rescue: preserve 19 uncommitted landing-revamp-20260811 files (read-only capture)
origin/agent/recover-apparently-rescue-f00236a4,1,145,136,93.8,6,recover: refs/recovery/git-write-20260819T012834Z/f00236a449aeefa8010819270b7c46e43e9d29b1
origin/agent/recover-apparently-rescue-0057bc12,1,206,197,95.6,6,recover: refs/orch-rescue/20260814T013330-work-20260813b-0057bc12
origin/agent/recover-apparently-rescue-12a89c64,1,381,370,97.1,6,recover: refs/recovery/git-write-20260819T012834Z/12a89c64c69367bc458b0a0422a44c418037fe2d
origin/agent/recover-apparently-rescue-5036ad75,1,381,370,97.1,6,recover: refs/recovery/git-write-20260819T012834Z/5036ad75691a6639efc693c85c6e189430b3bb25
origin/agent/recover-apparently-rescue-80fc7aae,1,376,365,97.1,6,recover: refs/recovery/git-write-20260819T012834Z/80fc7aaee0a737f340eef41361b172afaea3d53b
origin/agent/recover-apparently-rescue-083881b5,1,397,386,97.2,6,recover: refs/recovery/git-write-20260819T012834Z/083881b59a6319070c15295d981b2c58718eb35a
origin/agent/recover-apparently-rescue-2a925c94,1,359,349,97.2,6,recover: landing-improve-20260819
origin/agent/recover-apparently-rescue-61651ebc,1,397,386,97.2,6,recover: refs/recovery/git-write-20260819T012834Z/61651ebc35735a3a3badc05a9e9f82d98c220a53
origin/agent/dropbox-cross-app-hivemind-federation-one-market-shaped-intelligence-50-500x-extensions-build-all,4,12,12,100.0,25,agent: dropbox-cross-app-hivemind-federation-one-market-shaped-intelligence-50-500x-extens
